reaction_id,reaction_name,subsystem,compartment,gpr,compartment_readable
MM7Cag,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus",N-Glycan Biosynthesis,g,17155 or 230815 or 17156,g
PHETHPTOX2,"L-Phenylalanine,tetrahydrobiopterin:oxygen oxidoreductase (4-hydroxylating)","Tyr, Phe, Trp Biosynthesis",c,18478,cytosol
PHEt4,L-phenylalanine transport in via sodium symport,"Transport, Extracellular",e,67760 or 11989 or 56774 or 11988 or 105727 or 11987 or 69354,extracellular
PEPCK_re,Phosphoenolpyruvate carboxykinase (GTP),Glycolysis/Gluconeogenesis,c,18534,cytosol
PEPCKm,Phosphoenolpyruvate carboxykinase (GTP),Glycolysis/Gluconeogenesis,m,74551,mitochondria
PEPLYStn,Peptide (lysine) nuclear transport via diffusion,"Transport, Nuclear",e,,extracellular
PERILLYLte,Xenobiotic transport,"Transport, Extracellular",e,,extracellular
PHYCBOXL,L-Phenylalanine carboxy-lyase,Phenylalanine metabolism,c,13195,cytosol
MM7Cbg,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus",N-Glycan Biosynthesis,g,230815 or 17156 or 17155,g
PHYHx,"Phytanoyl-CoA dioxygenase, peroxisomal","Fatty acid oxidation, peroxisome",x,16922,peroxisome
PHYQt,Phylloquinone transport,"Transport, Extracellular",e,,extracellular
PEROXx,Peroxisomal lumped long chain fatty acid oxidation,"Fatty acid oxidation, peroxisome",x,15488 and 80911 and 113868 and 74147,peroxisome
PETHCT,Phosphoethanolamine cytidyltransferase,Glycerophospholipid Metabolism,c,68671,cytosol
PETOHMm_hs,Phosphatidylethanolamine N-methyltransferase,Glycerophospholipid Metabolism,m,18618 or 18618 or 18618,mitochondria
PETOHMr_hs,Phosphatidylethanolamine N-methyltransferase,Glycerophospholipid Metabolism,r,18618 or 18618 or 18618,ER
PE_HSter,Phosphatidylethanolamine scramblase,"Transport, Endoplasmic Reticular",c,,cytosol
PHYTt,Fatty acid transport via diffusion,"Transport, Extracellular",e,,extracellular
PI345P3P,"Phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase",Inositol Phosphate Metabolism,c,19211,cytosol
PI345P3Pn,"Phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase, nuclear",Inositol Phosphate Metabolism,n,19211,nucleus
PI345P5Pn,"Phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase, nuclear",Inositol Phosphate Metabolism,n,,nucleus
PI34P3Pn,"Phosphatidylinositol-3,4-bisphosphate 3-phosphatase, nuclear",Inositol Phosphate Metabolism,n,,nucleus
PE_HStg,Phosphatidylethanolamine scramblase,"Transport, Golgi Apparatus",c,,cytosol
PE_HStm,Phosphatidylethanolamine scramblase,"Transport, Mitochondrial",c,,cytosol
PI34P4Pn,"Phosphatidylinositol-3,4-bisphosphate 4-phosphatase, nuclear",Inositol Phosphate Metabolism,n,,nucleus
PEt,Phosphatidylethanolamine Transport,"Transport, Extracellular",e,,extracellular
MM8Ag,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus",N-Glycan Biosynthesis,g,17155 or 230815 or 17156,g
PFK,Phosphofructokinase,Glycolysis/Gluconeogenesis,c,56421 or 18641 or (56421 and 18641) or (56421 and 18642) or 18642 or (56421 and 18641) or 18641 or (18641 and 18642) or (18642 and 18641),cytosol
PFK26,6 phosphofructo 2 kinase,Fructose and Mannose Metabolism,c,270198 or 18639 or 170768 or 18640,cytosol
PI34P5K,"Phosphatidylinositol 3,4-bisphosphate 5-kinase",Inositol Phosphate Metabolism,c,18720 or 18717 or 18719,cytosol
PI34P5Kn,"Phosphatidylinositol 3,4-bisphosphate 5-kinase, nuclear",Inositol Phosphate Metabolism,n,,nucleus
PI35P3P,"Phosphatidylinositol-3,5-bisphosphate 3-phosphatase",Inositol Phosphate Metabolism,c,74302 or 74302 or 74302,cytosol
PGCD,Phosphoglycerate dehydrogenase,"Glycine, Serine, and Threonine Metabolism",c,236539,cytosol
MM8Ber,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase, endoplasmic reticulum",N-Glycan Biosynthesis,r,227619,ER
PGDI,Prostaglandin-H2 D-isomerase [Precursor],Eicosanoid Metabolism,c,19215 or 54486,cytosol
PGDIr,Prostaglandin-H2 D-isomerase [Precursor],Eicosanoid Metabolism,r,19215 or 54486,ER
PI3P3Pn,"Phosphatidylinositol-3-phosphate 3-phosphatase, nuclear",Inositol Phosphate Metabolism,n,,nucleus
PI3P4K,Phosphatidylinositol 3-phosphate 4-kinase,Inositol Phosphate Metabolism,c,84095 or 224020 or 18720 or 18717 or 18719 or 107650,cytosol
PI3P4Kn,"Phosphatidylinositol 3-phosphate 4-kinase, nuclear",Inositol Phosphate Metabolism,n,,nucleus
PGESr,Prostaglandin E synthase,Eicosanoid Metabolism,r,96979 or 96979 or 64292 or 96979 or 64292 or 96979,ER
PGI,Glucose-6-phosphate isomerase,Glycolysis/Gluconeogenesis,c,14751,cytosol
MM8Cg,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus",N-Glycan Biosynthesis,g,230815 or 17156 or 17155,g
PGISr,Prostaglandin I2 synthase,Eicosanoid Metabolism,r,19223,ER
PGK,Phosphoglycerate kinase,Glycolysis/Gluconeogenesis,c,18655 or 348477 or 18663,cytosol
PI3P5K,Phosphatidylinositol 3-phosphate 5-kinase,Inositol Phosphate Metabolism,c,18720 or 18717 or 18719,cytosol
PI3PP,Phosphatidylinositol-3-phosphate 3-phosphatase,Inositol Phosphate Metabolism,c,74302 or 74302 or 74302,cytosol
PI45P3K,"Phosphatidylinositol 4,5-bisphosphate 3-kinase",Inositol Phosphate Metabolism,c,(18706 and 18710) or (18707 and 18708) or (18706 and 18708) or (18708 and 74769) or (18707 and 18708) or (23900 and 30955) or (18707 and 18709) or (74769 and 18708) or (18710 and 74769) or (18709 and 74769) or (74769 and 18708) or (18706 and 18708) or (18708 and 18706) or (320207 and 30955) or (18707 and 18710) or (18708 and 18707) or (18709 and 18706),cytosol
PI45P3Kn,"Phosphatidylinositol 4,5-bisphosphate 3-kinase, nuclear",Inositol Phosphate Metabolism,n,,nucleus
PI45P4P,"Phosphatidylinositol-4,5-bisphosphate 4-phosphatase",Inositol Phosphate Metabolism,c,,cytosol
PI45P5P,"Phosphatidylinositol-4,5-bisphosphate 5-phosphatase",Inositol Phosphate Metabolism,c,104015 or 64436 or 320634 or 20975 or 104015 or 320634 or 16330,cytosol
PGL,6-phosphogluconolactonase,Pentose Phosphate Pathway,c,66171,cytosol
PGLYCP,Phosphoglycolate phosphatase,Glyoxylate and Dicarboxylate Metabolism,c,5240,cytosol
PGLYCt,Phosphatidylglycerol Transport,"Transport, Extracellular",e,,extracellular
PGLer,"6-phosphogluconolactonase, endoplasmic reticulum",Pentose Phosphate Pathway,r,100198,ER
PGM,Phosphoglycerate mutase,Glycolysis/Gluconeogenesis,c,12183 or 18648 or 56012 or 56012 or 12183,cytosol
PGMT,Phosphoglucomutase,Glycolysis/Gluconeogenesis,c,72157 or 66681,cytosol
PGPPT,Phosphatidyl-CMP: glycerophosphate phosphatidyltransferase,Glycerophospholipid Metabolism,c,74451,cytosol
PI45P5Pn,"Phosphatidylinositol-4,5-bisphosphate 5-phosphatase, nuclear",Inositol Phosphate Metabolism,n,,nucleus
PI45PLC,"Phosphatidylinositol 4,5-bisphosphate phospholipase C",Inositol Phosphate Metabolism,c,269615 or 18798 or 18799 or 72469 or 114875 or 18802 or 5334 or 18797 or 18798 or 269437 or 18795 or 433022 or 18803 or 18803 or 18795 or 74055 or 18796 or 234779,cytosol
PI45PLCn,"Phosphatidylinositol 4,5-bisphosphate phospholipase C, nucleus",Inositol Phosphate Metabolism,n,18795 or 18795,nucleus
PGPP_hs,Phosphatidylglycerol phosphate phosphatase (homo sapiens),Glycerophospholipid Metabolism,c,,cytosol
PGS,Prostaglandin G/H synthase,Eicosanoid Metabolism,c,19225 or 19224,cytosol
PI4P3K,Phosphatidylinositol 4-phosphate 3-kinase,Inositol Phosphate Metabolism,c,(18706 and 18708) or 18704 or (74769 and 18708) or (18707 and 18708) or (18708 and 18707) or (18709 and 74769) or (18708 and 74769) or (18709 and 18706) or (320207 and 30955) or (18707 and 18709) or 18705 or (18708 and 18706) or (18707 and 18708) or (18706 and 18710) or (74769 and 18708) or 240752 or (18707 and 18710) or (18710 and 74769) or (18706 and 18708) or (23900 and 30955),cytosol
PGSr,Prostaglandin G/H synthase,Eicosanoid Metabolism,r,19225 or 19224,ER
MMCD,Methylmalonyl-CoA decarboxylase,"Valine, Leucine, and Isoleucine Metabolism",c,56690,cytosol
PI4P3Ker,"Phosphatidylinositol 4-phosphate 3-kinase, endoplasmic reticulum",Inositol Phosphate Metabolism,r,240752,ER
PI4P3Kn,"Phosphatidylinositol 4-phosphate 3-kinase, nuclear",Inositol Phosphate Metabolism,n,,nucleus
PI4P4Pn,"Phosphatidylinositol-4-phosphate 4-phosphatase, nuclear",Inositol Phosphate Metabolism,n,,nucleus
PI4P5K,Phosphatidylinositol 4-phosphate 5-kinase,Glycerophospholipid Metabolism,c,18711 or 108083 or 18711 or 117150 or 18720 or 18717 or 18719 or 108083 or 18718 or 18711,cytosol
MMCDm,"Methylmalonyl-CoA decarboxylase, mitochondrial","Valine, Leucine, and Isoleucine Metabolism",m,56690,mitochondria
PI4P5Kn,"Phosphatidylinositol 4-phosphate 5-kinase, nuclear",Inositol Phosphate Metabolism,n,,nucleus
PI5P4Kn,"Phosphatidylinositol-5-phosphate 4-kinase, nuclear",Inositol Phosphate Metabolism,n,,nucleus
PIACGT,Phosphatidylinositol N-acetylglucosaminyltransferase,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,c,(67292 and 56176 and 110417 and 18700 and 14755 and 13481) or (67292 and 56176 and 14755 and 18700 and 110417 and 13481) or (67292 and 14755 and 56176 and 18700 and 110417 and 13481) or (56176 and 18700 and 110417 and 14755 and 13481 and 67292) or (67292 and 56176 and 14755 and 18700 and 110417 and 13481) or (56176 and 14755 and 18700 and 110417 and 13481 and 67292) or (14755 and 56176 and 18700 and 110417 and 67292 and 13481) or (67292 and 56176 and 14755 and 18700 and 110417 and 13481) or (67292 and 14755 and 56176 and 18700 and 110417 and 13481) or (67292 and 56176 and 18700 and 110417 and 14755 and 13481) or (56176 and 110417 and 14755 and 18700 and 67292 and 13481) or (56176 and 14755 and 110417 and 18700 and 13481 and 67292) or (14755 and 56176 and 18700 and 110417 and 13481 and 67292) or (67292 and 56176 and 18700 and 110417 and 14755 and 13481) or (67292 and 56176 and 18700 and 110417 and 14755 and 13481) or (56176 and 18700 and 110417 and 14755 and 67292 and 13481) or (56176 and 14755 and 18700 and 110417 and 13481 and 67292) or (56176 and 14755 and 18700 and 110417 and 13481 and 67292) or (67292 and 56176 and 14755 and 110417 and 18700 and 13481) or (14755 and 56176 and 18700 and 110417 and 67292 and 13481) or (56176 and 110417 and 14755 and 18700 and 13481 and 67292) or (67292 and 56176 and 18700 and 110417 and 14755 and 13481) or (56176 and 18700 and 14755 and 110417 and 67292 and 13481) or (56176 and 110417 and 18700 and 14755 and 13481 and 67292) or (67292 and 14755 and 56176 and 110417 and 18700 and 13481) or (67292 and 56176 and 18700 and 110417 and 14755 and 13481) or (67292 and 56176 and 14755 and 18700 and 110417 and 13481) or (67292 and 56176 and 14755 and 18700 and 110417 and 13481) or (56176 and 18700 and 110417 and 14755 and 13481 and 67292) or (56176 and 14755 and 18700 and 110417 and 67292 and 13481) or (56176 and 110417 and 18700 and 14755 and 13481 and 67292) or (67292 and 56176 and 18700 and 14755 and 110417 and 13481) or (67292 and 56176 and 18700 and 110417 and 14755 and 13481) or (67292 and 56176 and 18700 and 14755 and 110417 and 13481) or (56176 and 110417 and 18700 and 14755 and 67292 and 13481) or (67292 and 56176 and 14755 and 18700 and 110417 and 13481) or (67292 and 14755 and 56176 and 18700 and 110417 and 13481) or (56176 and 14755 and 110417 and 18700 and 67292 and 13481) or (67292 and 56176 and 14755 and 18700 and 110417 and 13481) or (67292 and 56176 and 18700 and 14755 and 110417 and 13481) or (67292 and 56176 and 14755 and 18700 and 110417 and 13481) or (56176 and 67292 and 14755 and 18700 and 110417 and 13481) or (67292 and 56176 and 18700 and 110417 and 14755 and 13481) or (67292 and 56176 and 18700 and 110417 and 14755 and 13481) or (56176 and 14755 and 18700 and 110417 and 67292 and 13481) or (56176 and 18700 and 110417 and 14755 and 13481 and 67292) or (56176 and 18700 and 110417 and 14755 and 13481 and 67292) or (67292 and 56176 and 110417 and 18700 and 14755 and 13481) or (56176 and 14755 and 18700 and 110417 and 67292 and 13481) or (67292 and 56176 and 14755 and 18700 and 110417 and 13481) or (67292 and 56176 and 18700 and 14755 and 110417 and 13481) or (56176 and 14755 and 18700 and 110417 and 13481 and 67292) or (56176 and 18700 and 110417 and 14755 and 13481 and 67292) or (56176 and 14755 and 110417 and 18700 and 67292 and 13481) or (56176 and 14755 and 18700 and 110417 and 67292 and 13481) or (67292 and 56176 and 14755 and 110417 and 18700 and 13481) or (56176 and 14755 and 110417 and 18700 and 13481 and 67292) or (56176 and 14755 and 18700 and 110417 and 13481 and 67292) or (56176 and 18700 and 14755 and 110417 and 67292 and 13481) or (56176 and 14755 and 18700 and 110417 and 67292 and 13481) or (67292 and 56176 and 14755 and 18700 and 110417 and 13481) or (67292 and 56176 and 110417 and 14755 and 18700 and 13481) or (56176 and 18700 and 14755 and 110417 and 13481 and 67292) or (14755 and 56176 and 110417 and 18700 and 67292 and 13481) or (56176 and 14755 and 110417 and 18700 and 13481 and 67292) or (56176 and 18700 and 110417 and 14755 and 13481 and 67292) or (67292 and 14755 and 56176 and 18700 and 110417 and 13481) or (56176 and 18700 and 110417 and 14755 and 13481 and 67292) or (67292 and 56176 and 14755 and 18700 and 110417 and 13481) or (67292 and 56176 and 110417 and 18700 and 14755 and 13481) or (67292 and 56176 and 14755 and 110417 and 18700 and 13481) or (56176 and 18700 and 110417 and 14755 and 67292 and 13481),cytosol
PIK3,Phosphatidylinositol 3-kinase,Inositol Phosphate Metabolism,c,(18708 and 18706) or (18707 and 18708) or 18704 or (18708 and 74769) or (18707 and 18708) or (18708 and 18707) or (74769 and 18708) or (74769 and 18708) or (18706 and 18708) or (320207 and 30955) or (18707 and 18709) or 18705 or (18706 and 18708) or (18710 and 74769) or (18709 and 18706) or (18706 and 18710) or 240752 or (18707 and 18710) or (18709 and 74769) or 225326 or (23900 and 30955),cytosol
PIK3er,"Phosphatidylinositol 3-kinase, endoplasmic reticulum",Inositol Phosphate Metabolism,r,240752,ER
PIK3n,"Phosphatidylinositol 3-kinase, nuclear",Inositol Phosphate Metabolism,n,,nucleus
PIK4,Phosphatidylinositol 4-kinase,Glycerophospholipid Metabolism,c,107650 or 84095 or 224020,cytosol
PIK4n,"Phosphatidylinositol 4-kinase, nuclear",Inositol Phosphate Metabolism,n,,nucleus
PIK5,Phosphatidylinositol 5-kinase,Inositol Phosphate Metabolism,c,18720 or 18717 or 18719,cytosol
PIK5n,"Phosphatidylinositol 5-kinase, nuclear",Inositol Phosphate Metabolism,n,,nucleus
PI4PLCn,"Phosphatidylinositol 4-phosphate phospholipase C, nucleus",Inositol Phosphate Metabolism,n,18795 or 18795,nucleus
PI4PP,Phosphatidylinositol-4-phosphate 4-phosphatase,Inositol Phosphate Metabolism,c,,cytosol
PI5P3K,Phosphatidylinositol-5-phosphate 3-kinase,Inositol Phosphate Metabolism,c,(18708 and 74769) or (320207 and 30955) or (18708 and 18706) or (18707 and 18708) or 240752 or 18704 or (18707 and 18709) or (18708 and 18707) or (18709 and 74769) or (18706 and 18708) or 18705 or (18706 and 18710) or (74769 and 18708) or (23900 and 30955) or (18710 and 74769) or (18707 and 18708) or (18709 and 18706) or 225326 or (18707 and 18710) or (74769 and 18708) or (18706 and 18708),cytosol
PI5P3Ker,"Phosphatidylinositol-5-phosphate 3-kinase, endoplasmic reticulum",Inositol Phosphate Metabolism,r,240752,ER
PI5P4K,Phosphatidylinositol-5-phosphate 4-kinase,Inositol Phosphate Metabolism,c,224020 or 84095 or 107650,cytosol
LCARR,"Lacaldehyde reductase (R-propane-1,2-diol forming)",Pyruvate Metabolism,c,110198,cytosol
PIPLCn,"Phosphatidylinositol phospholipase C, nucleus",Inositol Phosphate Metabolism,n,18795 or 18795,nucleus
PIt2m,Phosphate transporter  mitochondrial,"Transport, Mitochondrial",c,18674 or 18674 or 18674 or 18674,cytosol
MMCDp,"Methylmalonyl-CoA decarboxylase, peroxisomal","Valine, Leucine, and Isoleucine Metabolism",x,56690,peroxisome
PPDOy,"Propane-1,2-diol:NADP+ 1-oxidoreductase",Pyruvate Metabolism,c,110198 or 11677 or 58810 or 58810,cytosol
PTRCAT1,Putrescine acetyltransferase,Arginine and Proline Metabolism,c,20229 or 69215,cytosol
PPItr,"Diphosphate transporter, endoplasmic reticulum","Transport, Endoplasmic Reticular",c,,cytosol
PPItx,"Diphosphate transporter, peroxisome","Transport, Peroxisomal",c,,cytosol
PPM,Phosphopentomutase,Pentose Phosphate Pathway,c,72157,cytosol
PPMI12346Ptn,5-diphosphatidylinositol pentakisphosphate nuclear transport (diffusion),"Transport, Nuclear",c,,cytosol
PPMI1346Ptn,Diphosphatidylinositol tetrakisphosphate nuclear transport (diffusion),"Transport, Nuclear",c,,cytosol
PPNCL3,4'-Phosphopantothenate:L-cysteine ligase,CoA Biosynthesis,c,106564,cytosol
PPOR,"Phenylpyruvate:oxygen oxidoreductase (hydroxylating,decarboxylating)",Phenylalanine metabolism,c,15445,cytosol
PPPG9tm,Protoporphyrinogen IX mitochondrial transport,Heme Biosynthesis,c,,cytosol
PIt2m_2,Phosphate mitochondrial transport via proton symport,,c,,cytosol
PIt7_copy1,Phosphate transport in/out via three Na+ symporter,"Transport, Extracellular",e,20505 or 20531,extracellular
PIt7_copy2,Phosphate transport in/out via three Na+ symporter,"Transport, Extracellular",e,319848 or 105355 or 20504,extracellular
PIt8,Phosphate transport in/out via Na+ symporter,"Transport, Extracellular",e,20515 or 20516,extracellular
PIt9,Phosphate transport in/out via two Na+ symporter,"Transport, Extracellular",e,142681,extracellular
PIter,"Phosphate transport, endoplasmic reticulum","Transport, Endoplasmic Reticular",c,2544,cytosol
PItg,"Phosphate transport, Golgi apparatus","Transport, Golgi Apparatus",c,,cytosol
PItn,"Phosphate transport, nuclear","Transport, Nuclear",c,,cytosol
PItx,"Phosphate transporter, peroxisome","Transport, Peroxisomal",c,,cytosol
PLA2,Phospholipase A2,Glycerophospholipid Metabolism,c,,cytosol
PLYSPSer,Protein lysine peptidase (endoplasmic reticulum),Lysine Metabolism,r,76687 and 69019 and 66286 and 66624 and 56529,ER
PPPGOm,Protoporphyrinogen oxidase  mitochondrial,Heme Biosynthesis,m,19044,mitochondria
PPPItn,Inorganic triphosphate transport through nuclear pore,"Transport, Nuclear",c,,cytosol
PRAGSr,Phosphoribosylglycinamide synthase,IMP Biosynthesis,c,14450 or 14450,cytosol
PRAIS,Phosphoribosylaminoimidazole synthase,IMP Biosynthesis,c,14450 or 14450,cytosol
PTRCOX1,Putrescine:oxygen oxidoreductase (deaminating),Arginine and Proline Metabolism,c,76507 or 237940 or 11754 or 237940,cytosol
PRASCSi,Phosphoribosylaminoimidazolesuccinocarboxamide synthase,IMP Biosynthesis,c,67054,cytosol
PRDX,Peroxidase (multiple substrates),Miscellaneous,c,13861,cytosol
PMANM,Phosphomannomutase,Fructose and Mannose Metabolism,c,29858 or 66681 or 54128,cytosol
PMEVKx,Phosphomevalonate kinase,Cholesterol Metabolism,x,68603,peroxisome
PMI12346PH,5 diphosphoinositol 1 2 3 4 6 pentakisphosphate diphosphohydrolase,Inositol Phosphate Metabolism,c,271424 or 27399 or 27399,cytosol
PUNP1,Purine-nucleoside phosphorylase (Adenosine),Nucleotides,c,667034,cytosol
PMI12346PHn,"5-diphosphoinositol-1,2,3,4,6-pentakisphosphate diphosphohydrolase, nuclear",Inositol Phosphate Metabolism,n,76500 or 27399 or 76500 or 76500 or 27399 or 76500 or 271424 or 76500 or 76500,nucleus
PMI1346PH,Diphosphoinositol 1 3 4 6 tetrakisphosphate diphosphohydrolase,Inositol Phosphate Metabolism,c,271424 or 27399 or 27399,cytosol
PMI1346PHn,"Diphosphoinositol-1,3,4,6-tetrakisphosphate diphosphohydrolase, nucleus",Inositol Phosphate Metabolism,n,271424 or 76500 or 27399 or 76500 or 76500 or 27399 or 76500 or 76500 or 76500,nucleus
PMTCOAtx,Fatty acid intracellular transport,"Transport, Peroxisomal",c,,cytosol
PNP,Purine nucleoside phosphorylase,NAD Metabolism,c,667034,cytosol
PRDXl,Peroxidase (multiple substrates),Miscellaneous,l,17523,l
PRFGS,Phosphoribosylformylglycinamidine synthase,IMP Biosynthesis,c,237823,cytosol
PRGNLONESULT,Steroid sulfotransferase,Steroid Metabolism,c,20859 or 54200,cytosol
PRGNLONEtm,Pregnenolone intracellular transport,"Transport, Mitochondrial",c,,cytosol
PRGNLONEtr,Pregnenolone intracellular transport,"Transport, Endoplasmic Reticular",c,,cytosol
PRGSTRNt,Progesterone transport,"Transport, Extracellular",e,,extracellular
PRISTANALtx,Pristanal peroxisomal transport,"Transport, Peroxisomal",c,,cytosol
PRISTCOAtx,Pristcoa peroxisomal transport,"Transport, Peroxisomal",c,,cytosol
PRISTtx,Prist peroxisomal transport,"Transport, Peroxisomal",c,,cytosol
PNTEH,Hydrolase Class   RXN R02973 ,CoA Catabolism,c,(22361 and 26464 and 55350) or (22361 and 26464 and 55350) or (22361 and 26464 and 55350) or (22361 and 55350 and 26464) or (26464 and 22361 and 55350) or (22361 and 55350 and 26464),cytosol
PNTK,Pantothenate kinase,CoA Biosynthesis,c,211347 or 74450 or 75735 or 75735 or 74450 or 75735 or 74450 or 74450 or 269614,cytosol
PNTKm,Pantothenate kinase (mitochondrial),CoA Biosynthesis,m,74450,mitochondria
PNTOt5,Pantothenate sodium symporter  II,"Transport, Extracellular",e,330064,extracellular
PPA,Inorganic diphosphatase,Oxidative Phosphorylation,c,67895,cytosol
PRO1x,Proline oxidase  L proline  NAD ,Arginine and Proline Metabolism,c,56189,cytosol
PRO1xm,Proline oxidase  NAD   mitochondrial,Arginine and Proline Metabolism,m,19125,mitochondria
PPA2,Inorganic triphosphatase,Others,c,,cytosol
PUNP2,Purine-nucleoside phosphorylase (Deoxyadenosine),Purine Catabolism,c,667034,cytosol
PPA2m,"Inorganic triphosphatase, mitochondrial",Others,m,,mitochondria
PPAP,Phosphatidic acid phosphatase,Triacylglycerol Synthesis,c,50784 or 19012 or 67916 or 19012,cytosol
PROAKGOX1r,"L-Proline,2-oxoglutarate:oxygen oxidoreductase (4-hydroxylating) (ER)",Arginine and Proline Metabolism,r,(18451 and 18453) or (18452 and 18453),ER
PROD2,Proline dehydrogenase,Arginine and Proline Metabolism,c,56189,cytosol
PROD2m,Proline dehydrogenase (m),Arginine and Proline Metabolism,m,19125,mitochondria
PPAer,"Inorganic diphosphatase, endoplasmic reticulum",Miscellaneous,r,14377 or 68401 or 14378,ER
PUNP3,Purine-nucleoside phosphorylase (Guanosine),Purine Catabolism,c,667034,cytosol
PPAm,Inorganic diphosphatase,Oxidative Phosphorylation,m,74776 or 74776 or 74776 or 74776,mitochondria
PPAn,"Inorganic diphosphatase, nuclear",Miscellaneous,n,,nucleus
PRODt2r,D-proline reversible transport via proton symport,"Transport, Extracellular",e,215335,extracellular
PRODt2rL,D-proline reversible transport via proton symport (lysosome),"Transport, Lysosomal",c,215335,cytosol
PUNP4,Purine-nucleoside phosphorylase (Deoxyguanosine),Purine Catabolism,c,667034,cytosol
PROSTGD2t,Prostaglandin transport via bicarbonate countertransport,"Transport, Extracellular",e,24059,extracellular
PROSTGE1t,Prostaglandin transport via bicarbonate countertransport,"Transport, Extracellular",e,24059,extracellular
PPAtr,"Propionate transport, diffusion","Transport, Extracellular",e,,extracellular
PPAtm,"Propanoate transport, mitochondria","Transport, Mitochondrial",c,,cytosol
PPBNGS,Porphobilinogen synthase,Heme Biosynthesis,c,17025 or 17025,cytosol
PROSTGE1t3,Prostaglandine E1 transport (ATP-dependent),"Transport, Extracellular",e,239273,extracellular
PROSTGE2t,Prostaglandin transport via bicarbonate countertransport,"Transport, Extracellular",e,108115 or 24059 or 108116 or 28250,extracellular
PROSTGE2t2,Prostaglandin uniport,"Transport, Extracellular",e,20518 or 20518 or 20517,extracellular
PROSTGE2t3,Prostaglandine E2 transport (ATP-dependent),"Transport, Extracellular",e,239273,extracellular
PROSTGF2t,Prostaglandin uniport,"Transport, Extracellular",e,20518 or 20518 or 20517,extracellular
PPCDC,Phosphopantothenoylcysteine decarboxylase,CoA Biosynthesis,c,66812,cytosol
PPCOACm,"Propionyl-CoA carboxylase, mitochondrial","Valine, Leucine, and Isoleucine Metabolism",m,66904 and 110821,mitochondria
PPCOAOm,"Propanoyl-CoA:(acceptor) 2,3-oxidoreductase",Propanoate Metabolism,m,71985 or 66948 or 66885 or 11409 or 102632 or 11364 or 229211,mitochondria
PPD2CSPp,PPD2CSPp,Lysine Metabolism,x,,peroxisome
PROSTGH2t,Prostaglandin H2 transport,"Transport, Extracellular",e,,extracellular
PUNP5,Purine-nucleoside phosphorylase (Inosine),Purine Catabolism,c,667034,cytosol
PUNP6,Purine-nucleoside phosphorylase (Deoxyinosine),Purine Catabolism,c,667034,cytosol
PROSTGI2t,Prostaglandin I2 transport,"Transport, Extracellular",e,,extracellular
PROSTGI2tr,Prostaglandin I2 transport (ER),"Transport, Endoplasmic Reticular",c,,cytosol
RIBt2,Ribose transport in via proton symporter,"Transport, Extracellular",e,,extracellular
PROt2r,L proline reversible transport via proton symport,"Transport, Extracellular",e,215335,extracellular
PUNP7,Purine-nucleoside phosphorylase (Xanthosine),Nucleotides,c,667034,cytosol
PROt2rL,L-proline reversible transport via proton symport (lysosome),"Transport, Lysosomal",c,215335,cytosol
RNDR1,Ribonucleoside-diphosphate reductase (ADP),Nucleotides,c,20133 and 20135,cytosol
PVD3,Previtamin D3 formation,Vitamin D,c,,cytosol
RNDR2,Ribonucleoside-diphosphate reductase (GDP),Nucleotides,c,20133 and 20135,cytosol
RNDR3,Ribonucleoside-diphosphate reductase (CDP),Nucleotides,c,20133 and 20135,cytosol
PROt4,Na+/Proline-L symporter,"Transport, Extracellular",e,69354 or 105727 or 67760,extracellular
PYAM5PO,Pyridoxamine 5'-phosphate oxidase,Vitamin B6 Metabolism,c,103711,cytosol
PROt4_2_r,PROt4 LPAREN 2 RPAREN r,"Transport, Extracellular",e,240332,extracellular
PROtm,L proline transport  mitochondrial,"Transport, Mitochondrial",c,,cytosol
PRPNCOAHYDm,"3-Hydroxypropionyl-CoA hydro-lyase, mitochondria",beta-Alanine metabolism,m,93747 or (97212 and 231086) or 11992,mitochondria
RNDR4,Ribonucleoside-diphosphate reductase (UDP),Nucleotides,c,20133 and 20135,cytosol
RNMK,Ribosylnicotinamide kinase,NAD Metabolism,c,225994,cytosol
RPE,Ribulose 5-phosphate 3-epimerase,Pentose Phosphate Pathway,c,66646 or 66646,cytosol
PRPNCOAHYDx,Propenoyl-CoA hydrolase (x),beta-Alanine metabolism,x,74147,peroxisome
PYAM5Ptm,"Pyridoxamine 5'-phosphate transport via diffusion, mitochondrial","Transport, Mitochondrial",c,,cytosol
PRPPS,Phosphoribosylpyrophosphate synthetase,Pentose Phosphate Pathway,c,75456 or 19139 or 75456 or 110639,cytosol
PSDm_hs,Phosphatidylserine decarboxylase,Glycerophospholipid Metabolism,m,,mitochondria
RPI,Ribose-5-phosphate isomerase,Pentose Phosphate Pathway,c,19895,cytosol
PYDAMK,Pyridoxamine kinase,Vitamin B6 Metabolism,c,216134,cytosol
